AvgElapsed_ms,AvgCPU_ms,Execs,QueryText
-------------,---------,-----,---------
805.85,17.07,17,SELECT * FROM (SELECT          [sp].[schema_id]              AS [SchemaId]         ,SCHEMA_NAME([sp].[schema_id]) AS [ProcedureOwner]         ,[sp].[object_id]              AS [ProcedureId]         ,[sp].[name]                   AS [ProcedureName]         
732.97,1.81,17,SELECT * FROM (  SELECT DISTINCT          SCHEMA_NAME([fs].[schema_id])  AS [SchemaName]         ,[fs].[name]                    AS [ColumnSourceName]         ,CASE [fs].[is_filetable] WHEN 1 THEN N'UF' ELSE [fs].[type] END AS [ColumnSourceType]         ,[
480.53,39.58,1,SELECT SCHEMA_NAME(sp.schema_id) AS [Schema], sp.name AS [Name], sp.object_id AS [ID], CAST(   case       when sp.is_ms_shipped = 1 then 1      when (          select               major_id           from               sys.extended_properties           whe
439.56,31.54,1,SELECT SCHEMA_NAME(udf.schema_id) AS [Schema], udf.name AS [Name], udf.object_id AS [ID], (case when 'FN' = udf.type then 1 when 'FS' = udf.type then 1 when 'IF' = udf.type then 3 when 'TF' = udf.type then 2 when 'FT' = udf.type then 2 else 0 end) AS [Func
434.51,5.13,17,SELECT * FROM (  SELECT        SCHEMA_NAME([o].[schema_id])  AS [SchemaName]     ,[o].[name]               AS [ColumnSourceName]     ,[i].[object_id]          AS [ColumnSourceId]     ,CASE [t].[is_filetable] WHEN 1 THEN N'UF' ELSE [o].[type] END           
349.24,33.30,17,SELECT * FROM (SELECT      CASE          WHEN [d].[referencing_class] = 1 AND NOT [TableType].[user_type_id] IS NULL THEN              [TableType].[user_type_id]          ELSE              [d].[referencing_id]           END AS [ReferencingId],      [o].[ty
209.07,20.72,17,SELECT * FROM (  SELECT        [p].[object_id]            AS [ProcedureId]      ,SCHEMA_NAME([p].[schema_id])                                   AS [ProcedureOwner]      ,[p].[name]                 AS [ProcedureName]      ,1                          AS [Pro
91.17,84.92,2,WITH Months AS (          SELECT TOP 12               FORMAT(DATEADD(MONTH, - (ROW_NUMBER() OVER (ORDER BY (SELECT NULL)) - 1), GETUTCDATE()), 'MMM yyyy') AS MonthLabel,              DATEPART(MONTH, DATEADD(MONTH, - (ROW_NUMBER() OVER (ORDER BY (SELECT NUL
64.82,52.87,9,SELECT * FROM (  SELECT * FROM (  SELECT DISTINCT      SCHEMA_NAME([o].[schema_id]) AS [SchemaName]     ,[i].[object_id]        AS [ColumnSourceId]     ,[o].[name]             AS [ColumnSourceName]     ,[o].[type]             AS [ColumnSourceType]     ,[i]
60.97,60.66,1,insert into #dso select top 1 @databaseId, edition,           case when edition = 'DataWarehouse' then 6 else 5 end          from sys.database_service_objectives
59.08,4.09,9,SELECT * FROM (  SELECT DISTINCT      SCHEMA_NAME([o].[schema_id]) AS [SchemaName]     ,[i].[object_id]        AS [ColumnSourceId]     ,[o].[name]             AS [ColumnSourceName]     ,CASE [ta].[is_filetable] WHEN 1 THEN N'UF' ELSE [o].[type] END        
51.44,51.03,17,SELECT service_objective FROM sys.database_service_objectives  WITH (NOLOCK) where database_id = DB_ID(@dbname)
49.73,29.20,1,MERGE INTO [assoc].[Invoices] AS Target      USING (SELECT s.*, fs.StrategyType, fs.FineValue, fs.GracePeriodDays, fs.IsCompounding FROM @Invoices s OUTER APPLY (SELECT TOP 1 StrategyType, FineValue, GracePeriodDays, IsCompounding FROM assoc.FineSettings W
43.56,40.20,17,SELECT * FROM (  SELECT  [t].[name] AS [ColumnSourceName],           [t].[object_id] AS [TableId],          SCHEMA_NAME([t].[schema_id]) AS [SchemaName],           [c].[name] AS [ColumnName],           [c].[user_type_id] AS [TypeId],          CONVERT(bit, 
42.07,18.95,1,INSERT INTO assoc.Transactions (          TenantId, AssociationId, AssetId, InvoiceId, Type, Amount, Category, Description, TransactionDate      )      SELECT           i.TenantId, i.AssociationId, i.AssetId, i.InvoiceId, 'Debit',           CASE           
27.52,17.16,1,INSERT INTO assoc.Occupancy (AssetId, PersonId, TenantId, AssociationId, OccupancyType, StartDate, EndDate, IsPrimaryContact)       VALUES (@AssetId, @PersonId, @TenantId, @AssociationId, @OccupancyType, @StartDate, @EndDate, @IsPrimaryContact)
26.80,17.65,1,UPDATE assoc.Invoices WITH (ROWLOCK)      SET Status = 'Unpaid'      WHERE BillingBatchId = @BatchId         AND TenantId = @TenantId         AND AssociationId = @AssociationId        AND Status = 'Draft'
15.29,13.49,1,SELECT tbl.name AS [Name], SCHEMA_NAME(tbl.schema_id) AS [Schema], 'Server[@Name=' + quotename(CAST(          serverproperty(N'Servername')         AS sysname),'''') + ']' + '/Database[@Name=' + quotename(db_name(),'''') + ']' + '/Table[@Name=' + quotename
13.58,1.38,1,INSERT INTO assoc.AssociationBankDetails (              AssociationId, TenantId, PrimaryAccountName, PrimaryAccountNumber, PrimaryIFSCCode, PrimaryBankName, PrimaryBranchName, PrimaryQRCode, PrimaryQRCodeContentType,              SecondaryAccountName, Seco
12.41,9.06,17,SELECT * FROM (  SELECT  [t].[name]                                              AS [ColumnSourceName],           [t].[object_id]                                         AS [TableId],          SCHEMA_NAME([t].[schema_id])                            AS [Sch

(20 rows affected)
